0.02,-0.08,0.97,1.24,-4.74,76.78
-0.09,-0.02,0.99,-5.31,-0.88,82.11
-0.03,-0.01,1.00,-1.81,-0.63,87.05
-0.04,-0.02,0.99,-2.28,-1.02,81.96
-0.04,-0.02,0.99,-2.29,-1.11,81.77
-0.10,-0.02,0.98,-5.57,-1.03,77.26
-0.10,-0.01,0.99,-5.99,-0.63,81.08
-0.09,0.00,0.98,-5.12,0.19,78.73
-0.07,-0.02,0.98,-3.94,-1.05,79.77
-0.05,-0.02,0.99,-2.98,-1.05,81.89
-0.05,-0.02,0.99,-2.97,-1.01,81.82
-0.05,-0.02,0.99,-2.98,-1.02,81.94
-0.05,-0.02,0.99,-2.98,-1.00,81.82
-0.05,-0.02,0.99,-2.95,-1.04,82.14
-0.05,-0.02,0.99,-3.00,-1.16,81.08
-0.05,-0.02,0.98,-2.86,-1.07,79.69
-0.05,-0.02,0.99,-2.78,-1.10,81.77
-0.05,-0.02,0.99,-2.84,-1.11,81.84
-0.05,-0.02,0.99,-2.71,-1.12,81.44
-0.05,-0.02,0.99,-2.78,-1.04,81.48
-0.05,-0.02,0.99,-2.79,-1.18,81.46
-0.05,-0.02,0.99,-2.79,-1.05,81.99
-0.05,-0.02,0.99,-2.81,-1.15,81.46
-0.05,-0.02,0.99,-2.85,-1.09,81.99
-0.05,-0.02,0.99,-2.79,-1.14,81.84
-0.05,-0.02,0.99,-2.75,-1.06,81.91
-0.05,-0.02,0.99,-2.72,-1.05,81.63
-0.05,-0.02,0.99,-2.74,-1.02,81.82
-0.05,-0.02,0.99,-2.76,-1.08,81.87
-0.05,-0.02,0.99,-2.66,-0.91,81.39
-0.05,-0.02,0.99,-2.85,-1.20,81.08
-0.05,-0.02,0.99,-2.86,-1.08,81.46
-0.05,-0.02,0.99,-2.80,-1.05,81.74
-0.05,-0.02,0.99,-2.80,-0.98,81.87
-0.05,-0.02,0.99,-2.84,-1.08,81.60
-0.05,-0.02,0.99,-2.83,-1.03,81.99
-0.05,-0.02,0.99,-2.77,-1.10,82.16
-0.05,-0.02,0.99,-2.80,-1.13,82.47
-0.05,-0.02,0.99,-2.85,-1.16,81.10
-0.05,-0.02,0.99,-2.77,-1.15,81.39
-0.05,-0.02,0.99,-2.75,-0.94,81.08
-0.05,-0.02,0.99,-2.77,-1.15,81.23
-0.05,-0.01,0.99,-2.68,-0.81,81.77
-0.05,-0.02,0.99,-2.86,-1.43,81.82
-0.05,-0.02,0.99,-2.83,-1.38,82.04
-0.05,-0.02,0.99,-2.74,-1.18,81.19
-0.05,-0.02,0.99,-2.71,-1.10,81.87
-0.05,-0.02,0.99,-2.76,-1.16,81.63
